Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Access Type,Source,EID
"Sillam-Dussès, D., Hanus, R., Poulsen, M., Roy, V., Favier, M., Vasseur-Cognet, M.","8296158600;7004239633;7005706915;15520179100;35409084800;6603541060;","The role of the glucose-sensing transcription factor carbohydrateresponsive element-binding protein pathway in termite queen fertility",2016,"Open Biology","6","5", 160080,"","",,,"10.1098/rsob.160080","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978198617&doi=10.1098%2frsob.160080&partnerID=40&md5=dfa3e6f02fb7776485c108de35a517f2",Article,"Final",Open Access,Scopus,2-s2.0-84978198617
"Lipina, C., Hundal, H.S.","6506277852;35476089300;","Modulation of cellular redox homeostasis by the endocannabinoid system",2016,"Open Biology","6","4", 150276,"","",,19,"10.1098/rsob.150276","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84987757856&doi=10.1098%2frsob.150276&partnerID=40&md5=ff4b3d5374d8728e973b5618a573d50c",Article,"Final",Open Access,Scopus,2-s2.0-84987757856
"Yan, S.-H., Zhao, N.-W., Jiang, W.-M., Wang, X.-T., Zhang, S.-Q., Zhu, X.-X., Zhang, C.-B., Gao, Y.-H., Gao, F., Liu, F.-M., Fang, Z.-Y.","7401744813;36103752300;55724348500;57189520868;57189526140;23987343600;35189939400;56388914600;57189523598;57202337475;55388263100;","Hsp90β is involved in the development of high salt-diet-induced nephropathy via interaction with various signalling proteins",2016,"Open Biology","6","4", 150159,"","",,3,"10.1098/rsob.150159","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84971671124&doi=10.1098%2frsob.150159&partnerID=40&md5=f3f119e860aa702705db834b7467ab75",Article,"Final",Open Access,Scopus,2-s2.0-84971671124
"Zhang, L., Willemse, J., Claessen, D., Van Wezel, G.P.","57144951100;7004100039;6602503255;6701459924;","SepG coordinates sporulation-specific cell division and nucleoid organization in Streptomyces coelicolor",2016,"Open Biology","6","4", 150164,"","",,10,"10.1098/rsob.150164","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84971636008&doi=10.1098%2frsob.150164&partnerID=40&md5=27708af877258ac04f5910233b943a78",Article,"Final",Open Access,Scopus,2-s2.0-84971636008
"Koukouraki, P., Doxakis, E.","55386231300;6506657817;","Constitutive translation of human a-synuclein is mediated by the 50-untranslated region",2016,"Open Biology","6","4", 160022,"","",,6,"10.1098/rsob.160022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84971607537&doi=10.1098%2frsob.160022&partnerID=40&md5=b7dcba012dd07e7b9883a310c13b7675",Article,"Final",Open Access,Scopus,2-s2.0-84971607537
"Kay, E.J., Yates, L.E., Terra, V.S., Cuccui, J., Wren, B.W.","35310928900;55258909800;35082757900;6507076366;7101805466;","Recombinant expression of Streptococcus pneumoniae capsular polysaccharides in Escherichia coli",2016,"Open Biology","6","4", 150243,"","",,10,"10.1098/rsob.150243","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84971596956&doi=10.1098%2frsob.150243&partnerID=40&md5=9fb98543c8404856be121051446557d0",Article,"Final",Open Access,Scopus,2-s2.0-84971596956
"Chen, L.-P., Wang, P., Sun, Y.-J., Wu, Y.-J.","56711435400;57202327102;8600410700;56093258900;","Direct interaction of avermectin with epidermal growth factor receptor mediates the penetration resistance in drosophila larvae",2016,"Open Biology","6","4", 150231,"","",,6,"10.1098/rsob.150231","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969592322&doi=10.1098%2frsob.150231&partnerID=40&md5=ba897f442c27ad5b1b20527372d4ab05",Article,"Final",Open Access,Scopus,2-s2.0-84969592322
"Klug, D., Mair, G.R., Frischknecht, F., Douglas, R.G.","57189214228;57203069579;35606443300;35185945500;","A small mitochondrial protein present in myzozoans is essential for malaria transmission",2016,"Open Biology","6","4", 160034,"","",,6,"10.1098/rsob.160034","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84966393561&doi=10.1098%2frsob.160034&partnerID=40&md5=4f0ed0dd529660fb74908275d1c8ca02",Article,"Final",Open Access,Scopus,2-s2.0-84966393561
"Bachmann, G., Richards, M.W., Winter, A., Beuron, F., Morris, E., Bayliss, R.","36933642900;56354192800;57197053604;6602565350;56384502200;7006769658;","A closed conformation of the Caenorhabditis elegans separase-securin complex",2016,"Open Biology","6","4", 160032,"","",,8,"10.1098/rsob.160032","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84966264069&doi=10.1098%2frsob.160032&partnerID=40&md5=189b4b3541e0f0922c40a5065c042ce7",Article,"Final",Open Access,Scopus,2-s2.0-84966264069
"Cao, G., Li, H.-B., Yin, Z., Flavell, R.A.","54584965100;37361182500;7401500192;57203106659;","Recent advances in dynamic m6A RNA Modification",2016,"Open Biology","6","4", 160003,"","",,51,"10.1098/rsob.16.0003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964727206&doi=10.1098%2frsob.16.0003&partnerID=40&md5=42363eca721332562942e9d4b40ff947",Review,"Final",,Scopus,2-s2.0-84964727206
"Konopacki, F.A., Wong, H.H.-W., Dwivedy, A., Bellon, A., Blower, M.D., Holt, C.E.","6504705325;57188979987;56698175800;36493988900;6602341950;7202381167;","ESCRT-II controls retinal axon growth by regulating DCC receptor levels and local protein synthesis",2016,"Open Biology","6","4", 150218,"","",,18,"10.1098/rsob.150218","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964555181&doi=10.1098%2frsob.150218&partnerID=40&md5=ddbbb7f205aa2711f71347e8b953b901",Article,"Final",Open Access,Scopus,2-s2.0-84964555181
"Zhang, R.","55487802500;","The ANGPTL3-4-8 model, a molecular mechanism for triglyceride trafficking",2016,"Open Biology","6","4", 150272,"","",,55,"10.1098/rsob.150272","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964543730&doi=10.1098%2frsob.150272&partnerID=40&md5=96320eb338e0e8690ee9d7b407583015",Review,"Final",Open Access,Scopus,2-s2.0-84964543730
"Akizu, N., García, M.A., Estarás, C., Fueyo, R., Badosa, C., De Cruz, X.L., Martínez-Balbás, M.A.","36141691600;57198924695;16301073800;55579663000;57188987630;6603686486;6603373614;","EZH2 regulates neuroepithelium structure and neuroblast proliferation by repressing p21",2016,"Open Biology","6","4", 150227,"","",,12,"10.1098/rsob.150227","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964430206&doi=10.1098%2frsob.150227&partnerID=40&md5=963a6cb966e209a4a5791bc0b8aa9cd4",Article,"Final",Open Access,Scopus,2-s2.0-84964430206
"Li, Y., Sun, C., Yates, E.A., Jiang, C., Wilkinson, M.C., Fernig, D.G.","57208037342;56872125200;7004912008;54892529400;36838112200;7005429913;","Heparin binding preference and structures in the fibroblast growth factor family parallel their evolutionary diversification",2016,"Open Biology","6","3", 150275,"","",,22,"10.1098/rsob.150275","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84997109149&doi=10.1098%2frsob.150275&partnerID=40&md5=f5b469efa1b2e217a018edd3c25fb49a",Article,"Final",Open Access,Scopus,2-s2.0-84997109149
"Sun, C., Marcello, M., Li, Y., Mason, D., Lévy, R., Fernig, D.G.","56872125200;7003995920;57208037342;7401468803;8385881400;7005429913;","Selectivity in glycosaminoglycan binding dictates the distribution and diffusion of fibroblast growth factors in the pericellular matrix",2016,"Open Biology","6","3", 150277,"","",,10,"10.1098/rsob.150277","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84997402789&doi=10.1098%2frsob.150277&partnerID=40&md5=dfe8969c3855fa86382e3487d177ee19",Article,"Final",Open Access,Scopus,2-s2.0-84997402789
"Chowdhury, P.R., Scott, M., Worden, P., Huntington, P., Hudson, B., Karagiannis, T., Charles, I.G., Djordjevic, S.P.","24479540000;57188681108;57193784432;55092395700;56433771100;21334496600;7005203643;7006536473;","Genomic islands 1 and 2 play key roles in the evolution of extensively drug-resistant ST235 isolates of Pseudomonas aeruginosa",2016,"Open Biology","6","3", 150175,"","",,17,"10.1098/rsob.150175","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962276235&doi=10.1098%2frsob.150175&partnerID=40&md5=97debfb32f30acf5dd7653dded42d754",Article,"Final",Open Access,Scopus,2-s2.0-84962276235
"Liu, L., Fang, H., Yang, H., Zhang, Y., Han, Y., Zhou, D., Yang, R.","56420754500;56580989100;35110212700;37016909600;8280003200;7403394702;55547041600;","Reciprocal regulation of Yersinia pestis biofilm formation and virulence by RovM and RovA",2016,"Open Biology","6","3", 150198,"","",,10,"10.1098/rsob.150198","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962263960&doi=10.1098%2frsob.150198&partnerID=40&md5=3a56bccf8cc0da923b7c5e2755adb2f0",Article,"Final",Open Access,Scopus,2-s2.0-84962263960
"Legal, T., Zou, J., Sochaj, A., Rappsilber, J., Welburn, J.P.I.","57188684425;55222609900;54390167000;6603851819;8834155400;","Molecular architecture of the Dam1 complex-microtubule interaction",2016,"Open Biology","6","3", 150237,"","",,10,"10.1098/rsob.150237","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962252044&doi=10.1098%2frsob.150237&partnerID=40&md5=fe8f5997d68d1442ba068051b4dd0c09",Article,"Final",Open Access,Scopus,2-s2.0-84962252044
"Du, W., Forte, G.M., Smith, D., Petersen, J.","57188677840;36956532400;7410361171;7401502691;","Phosphorylation of the amino-terminus of the AGC kinase Gad8 prevents its interaction with T0RC2",2016,"Open Biology","6","3", 150189,"","",,6,"10.1098/rsob.150189","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962241288&doi=10.1098%2frsob.150189&partnerID=40&md5=10a3050c17e186302c3e2df58b0025e6",Article,"Final",Open Access,Scopus,2-s2.0-84962241288
"Nerusheva, O.O., Akiyoshi, B.","25031951000;6506880345;","Divergent polo box domains underpin the unique kinetoplastid kinetochore",2016,"Open Biology","6","3", 150206,"","",,10,"10.1098/rsob.150206","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962229576&doi=10.1098%2frsob.150206&partnerID=40&md5=675c862abfbc9be17e782b80ed535481",Article,"Final",Open Access,Scopus,2-s2.0-84962229576
"Wang, N., Zhou, Z., Wu, T., Liu, W., Yin, P., Pan, C., Yu, X.","55857119000;24598353200;55220298700;57209524055;56956371600;57188684468;55673872500;","TNF-α-induced NF-KB activation upregulates microRNA-150-3p and inhibits osteogenesis of mesenchymal stem cells by targeting β-catenin",2016,"Open Biology","6","3", 150258,"","",,34,"10.1098/rsob.150258","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962221311&doi=10.1098%2frsob.150258&partnerID=40&md5=3e5a998d6ca3bc9f1181ff1b4053812c",Article,"Final",Open Access,Scopus,2-s2.0-84962221311
"Kille, P., Morgan, A.J., Powell, K., Mosselmans, J.F.W., Hart, D., Gunning, P., Hayes, A., Scarborough, D., McDonald, I., Charnock, J.M.","7004388943;7403140108;56425154300;7003565868;57188692158;57206430406;57188683275;57188686242;55576787200;25941526600;","'Venus trapped, Mars transits': Cu and Fe redox chemistry, cellular topography and in situ ligand binding in terrestrial isopod hepatopancreas",2016,"Open Biology","6","3", 150270,"","",,2,"10.1098/rsob.150270","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962217282&doi=10.1098%2frsob.150270&partnerID=40&md5=fd88a696f3e466bc2ace65ad54f1ac74",Article,"Final",Open Access,Scopus,2-s2.0-84962217282
"Richter, M.M., Poznanski, J., Zdziarska, A., Czarnocki-Cieciura, M., Lipinszki, Z., Dadlez, M., Glover, D.M., Przewloka, M.R.","57188691028;7003664246;55967918200;36459799600;8962712700;6603847057;35598057300;6507905628;","Network of protein interactions within the Drosophila inner kinetochore",2016,"Open Biology","6","2", 150238,"","",,11,"10.1098/rsob.150238","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962318515&doi=10.1098%2frsob.150238&partnerID=40&md5=b874b0fc12bd37e2bed238783f4699c2",Article,"Final",Open Access,Scopus,2-s2.0-84962318515
"Al-Shawi, R., Tennent, G.A., Millar, D.J., Richard-Londt, A., Brandner, S., Werring, D.J., Simons, J.P., Pepys, M.B.","6602411357;7003350511;57197054900;35765932500;7006643850;6603707621;57210462155;56848974700;","Pharmacological removal of serum amyloid P component from intracerebral plaques and cerebrovascular Aβ amyloid deposits in vivo",2016,"Open Biology","6","2", 150202,"","",,9,"10.1098/rsob.150202","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962316657&doi=10.1098%2frsob.150202&partnerID=40&md5=79fb859fa10a0086849e93efdb0282f3",Article,"Final",Open Access,Scopus,2-s2.0-84962316657
"Slaninova, V., Krafcikova, M., Perez-Gomez, R., Steffal, P., Trantirek, L., Bray, S.J., Krejci, M.","57188675657;57188692270;55929319900;57188678172;6602353923;7004426902;57188690714;","Notch stimulates growth by direct regulation of genes involved in the control of glycolysis and the tricarboxylic acid cycle",2016,"Open Biology","6","2", 150155,"","",,20,"10.1098/rsob.150155","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962262232&doi=10.1098%2frsob.150155&partnerID=40&md5=1a9eee03bb6b1a14eebe8653013a899c",Article,"Final",Open Access,Scopus,2-s2.0-84962262232
"Liu, Y., Petrovic, A., Rombaut, P., Mosalaganti, S., Keller, J., Raunser, S., Herzog, F., Musacchio, A.","57188680749;7007153383;56989558900;55780300500;57198911817;14010258500;15922465900;7006731944;","Insights from the reconstitution of the divergent outer kinetochore of Drosophila melanogaster",2016,"Open Biology","6","2", 150236,"","",,13,"10.1098/rsob.150236","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962250488&doi=10.1098%2frsob.150236&partnerID=40&md5=d553f1de5cbbdbf0f76a5e6548022a9c",Article,"Final",Open Access,Scopus,2-s2.0-84962250488
"Tacchi, J.L., Raymond, B.B.A., Haynes, P.A., Berry, I.J., Widjaja, M., Bogema, D.R., Woolley, L.K., Jenkins, C., Minion, F.C., Padula, M.P., Djordjevic, S.P.","54382475400;7004355159;7006629131;56198715300;56560048500;35482989900;54783566900;35550892800;7003301324;24462195700;7006536473;","Post-translational processing targets functionally diverse proteins in Mycoplasma hyopneumoniae",2016,"Open Biology","6","2", 150210,"","",,20,"10.1098/rsob.150210","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962250388&doi=10.1098%2frsob.150210&partnerID=40&md5=3c48f1ca8b1c2b339108e0197e3ea1a7",Article,"Final",Open Access,Scopus,2-s2.0-84962250388
"Semmens, D.C., Mirabeau, O., Moghul, I., Pancholi, M.R., Wurm, Y., Elphick, M.R.","55904326500;16031657800;57188684966;55642206900;15766615600;7006799505;","Transcriptomic identification of Starfish Neuropeptide precursors yields new insights into neuropeptide evolution",2016,"Open Biology","6","2", 150224,"","",,46,"10.1098/rsob.150224","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962247582&doi=10.1098%2frsob.150224&partnerID=40&md5=617c7e9a9e420a0c355372a1de7f0133",Article,"Final",Open Access,Scopus,2-s2.0-84962247582
"Strassert, J.F.H., Tikhonenkov, D.V., Pombert, J.-F., Kolisko, M., Tai, V., Mylnikov, A.P., Keeling, P.J.","35485765600;13606326600;8072110300;23473841400;16551495300;6602941459;35552607600;","Moramonas marocensis Gen. Nov., Sp. Nov.: A jakobid flagellate isolated from desert soil with a Bacteria-like, but bloated mitochondrial genome",2016,"Open Biology","6","2", 150239,"","",,4,"10.1098/rsob.150239","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962246294&doi=10.1098%2frsob.150239&partnerID=40&md5=231bdc4263044ed901a03821619d98b6",Article,"Final",Open Access,Scopus,2-s2.0-84962246294
"Gavaldà-Navarro, A., Mampel, T., Viñas, O.","56340256600;7004531881;7004676499;","Changes in the expression of the human adenine nucleotide translocase isoforms condition cellular metabolic/proliferative status",2016,"Open Biology","6","2", 150108,"","",,5,"10.1098/rsob.150108","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962242867&doi=10.1098%2frsob.150108&partnerID=40&md5=f690ca064d6d34e9d35c6e04ce54e4a4",Article,"Final",Open Access,Scopus,2-s2.0-84962242867
"Castillo-Morales, A., Monzón-Sandoval, J., De Sousa, A.A., Urrutia, A.O., Gutierrez, H.","55940324800;55939837800;16030529900;7007060391;23479764500;","Neocortex expansion is linked to size variations in gene families with chemotaxis, cell-cell signalling and immune response functions in mammals",2016,"Open Biology","6","10", 3489039,"","",,,"10.6084/m9.figshare.c.3489039","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032127821&doi=10.6084%2fm9.figshare.c.3489039&partnerID=40&md5=3dbc7d5a493caf6ac0799c874ab5403a",Article,"Final",,Scopus,2-s2.0-85032127821
"Hathaway, L.J., Grandgirard, D., Valente, L.G., Täuber, M.G., Leib, S.L.","6701731376;7801380041;57193338804;16220752000;7005640902;","Streptococcus pneumoniae capsule determines disease severity in experimental pneumococcal meningitis",2016,"Open Biology","6","3", 150269,"","",,10,"10.1098/rsob.150269","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013076892&doi=10.1098%2frsob.150269&partnerID=40&md5=7089f67ccac87f33a4030a3a6fc40e59",Article,"Final",Open Access,Scopus,2-s2.0-85013076892
"Sallin, P., Jaźwińska, A.","54892117300;6507746798;","Acute stress is detrimental to heart regeneration in zebrafish",2016,"Open Biology","6","3", 160012,"","",,14,"10.1098/rsob.160012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013046458&doi=10.1098%2frsob.160012&partnerID=40&md5=c5ce88ce7f709e47b37879715738bcc0",Article,"Final",Open Access,Scopus,2-s2.0-85013046458
"De Preux Charles, A.-S., Bise, T., Baier, F., Sallin, P., Jaźwińska, A.","35366149600;57191830591;57193268463;54892117300;6507746798;","Preconditioning boosts regenerative programmes in the adult zebrafish heart",2016,"Open Biology","6","7", 160101,"","",,9,"10.1098/rsob.160101","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85012934733&doi=10.1098%2frsob.160101&partnerID=40&md5=f66e30b7f10983facb10bc90dbd103cb",Article,"Final",Open Access,Scopus,2-s2.0-85012934733
"Yang, S., Pei, H., Zhang, X., Wei, Q., Zhu, J., Zheng, J., Jia, Z.","56512628500;26432233000;56443513900;56443244100;56227225900;12771192400;7202237255;","Characterization of DicB by partially masking its potent inhibitory activity of cell division",2016,"Open Biology","6","7", 160082,"","",,2,"10.1098/rsob.160082","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85012928300&doi=10.1098%2frsob.160082&partnerID=40&md5=10238b7182be5e1eed0674862e6eed0e",Article,"Final",Open Access,Scopus,2-s2.0-85012928300
"Muráni, E., Ponsuksili, S., Jaeger, A., Görres, A., Tuchscherer, A., Wimmers, K.","8331053600;7003807140;56506602900;37096977500;6701501912;56275131400;","A naturally hypersensitive glucocorticoid receptor elicits a compensatory reduction of hypothalamus-pituitary-adrenal axis activity early in ontogeny",2016,"Open Biology","6","7", 150193,"","",,4,"10.1098/rsob.150193","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85012926187&doi=10.1098%2frsob.150193&partnerID=40&md5=6fd6defccedf7b1057370009c4576f62",Article,"Final",Open Access,Scopus,2-s2.0-85012926187
"Lanucara, F., Lam, C., Mann, J., Monie, T.P., Colombo, S.A.P., Holman, S.W., Boyd, J., Dange, M.C., Mann, D.A., White, M.R.H., Eyers, C.E.","16646104800;57190139232;7402727347;7801654761;57189976473;24528556600;57189523843;57193312287;7402056276;35557588500;24402508600;","Dynamic phosphorylation of RelA on Ser42 and Ser45 in response to TNFα stimulation regulates DNA binding and transcription",2016,"Open Biology","6","7", 160055,"","",,4,"10.1098/rsob.160055","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85012925577&doi=10.1098%2frsob.160055&partnerID=40&md5=65ec83ed0af62b795d076764695250bd",Article,"Final",Open Access,Scopus,2-s2.0-85012925577
"Gao, F., Liu, Q., Li, G., Dong, F., Qiu, M., Lv, X., Zhang, S., Guo, Z.","35760842800;23477805000;57074229200;57206996388;13908350100;57189635080;57189062174;55726210100;","Identification of ubiquinol cytochrome c reductase hinge (UQCRH) as a potential diagnostic biomarker for lung adenocarcinoma",2016,"Open Biology","6","6", 150256,"","",,6,"10.1098/rsob.150256","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85012301329&doi=10.1098%2frsob.150256&partnerID=40&md5=00823b385ddf10c61dfe30efa039d49e",Article,"Final",Open Access,Scopus,2-s2.0-85012301329
"De Preux Charles, A.-S., Bise, T., Baier, F., Marro, J., Jaźwińska, A.","35366149600;57191830591;57193268463;56957987100;6507746798;","Distinct effects of inflammation on preconditioning and regeneration of the adult zebrafish heart",2016,"Open Biology","6","7", 160102,"","",,11,"10.1098/rsob.160102","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85012195535&doi=10.1098%2frsob.160102&partnerID=40&md5=8c4d2963192fb011f4de3dff70b3d2be",Article,"Final",Open Access,Scopus,2-s2.0-85012195535
"Movahedi, K., Grosmaitre, X., Feinstein, P.","14069035600;12241810100;6701908734;","Odorant receptors can mediate axonal identity and gene choice via cAMP-independent mechanisms",2016,"Open Biology","6","7", 160018,"","",,6,"10.1098/rsob.160018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010761229&doi=10.1098%2frsob.160018&partnerID=40&md5=4e53efb8ee0aebd151fa5a870efc0f64",Article,"Final",Open Access,Scopus,2-s2.0-85010761229
"Jones, R.A., Reich, C.D., Dissanayake, K.N., Kristmundsdottir, F., Findlater, G.S., Ribchester, R.R., Simmen, M.W., Gillingwater, T.H.","57192869330;57192872656;55261711300;57205038992;6602570181;7004290581;6602945824;6603180454;","NMJ-morph reveals principal components of synaptic morphology influencing structure-function relationships at the neuromuscular junction",2016,"Open Biology","6","12", 160240,"","",,7,"10.1098/rsob.160240","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85008490053&doi=10.1098%2frsob.160240&partnerID=40&md5=38e2903eddc7c466e9ebc97944af197d",Article,"Final",Open Access,Scopus,2-s2.0-85008490053
"Gorostiza, E.A., Colomb, J., Brembs, B.","25622183900;16068056100;6603577527;","A decision underlies phototaxis in an insect",2016,"Open Biology","6","12", 160229,"","",,12,"10.1098/rsob.160229","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85008473029&doi=10.1098%2frsob.160229&partnerID=40&md5=daa5a71d0584d4248dded0c1df797349",Article,"Final",Open Access,Scopus,2-s2.0-85008473029
"Rico-Leo, E.M., Moreno-Marín, N., González-Rico, F.J., Barrasa, E., Ortega-Ferrusola, C., Martín-Munõz, P., Sánchez-Guardado, L.O., Llano, E., Alvarez-Barrientos, A., Infante-Campos, A., Catalina-Fernández, I., Hidalgo-Sánchez, M., De Rooij, D.G., Pendás, A.M., Penã, F.J., Merino, J.M., Fernández-Salguero, P.M.","34067795400;57192838083;42461440500;55949014100;23971443000;56197731400;26425260000;6603387469;6603123140;57192835116;55949533200;6602972946;7007029491;35595485200;35196729200;7201451243;7004175170;","PiRNA-associated proteins and retrotransposons are differentially expressed in murine testis and ovary of aryl hydrocarbon receptor deficient mice",2016,"Open Biology","6","12", 160186,"","",,7,"10.1098/rsob.160186","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85008423000&doi=10.1098%2frsob.160186&partnerID=40&md5=9d93c8660351095e5f7da0fe01b75cdf",Article,"Final",Open Access,Scopus,2-s2.0-85008423000
"Jussen, D., Von Hilchen, J., Urbach, R.","55883732900;57192829997;8785007700;","Genetic regulation and function of epidermal growth factor receptor signalling in patterning of the embryonic Drosophila brain",2016,"Open Biology","6","12", 160202,"","",,2,"10.1098/rsob.160202","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85008391633&doi=10.1098%2frsob.160202&partnerID=40&md5=ba8697ebdc38fe2e6cc5b55128a12247",Article,"Final",Open Access,Scopus,2-s2.0-85008391633
"Falco, M., Palma, G., Rea, D., De Biase, D., Scala, S., DAiuto, M., Facchini, G., Perdonà, S., Barbieri, A., Arra, C.","35974811000;27467758800;54886157100;55781912400;7004629422;6602991145;7005998215;6603269860;22833667000;6603289350;","Tumour biomarkers: Homeostasis as a novel prognostic indicator",2016,"Open Biology","6","12", 160254,"","",,10,"10.1098/rsob.160254","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85008325147&doi=10.1098%2frsob.160254&partnerID=40&md5=a8c97271806735cd01514a2c20380f74",Review,"Final",Open Access,Scopus,2-s2.0-85008325147
"Tromer, E., Bade, D., Snel, B., Kops, G.J.P.L.","55661707100;55314818500;55484784600;6603422096;","Phylogenomics-guided discovery of a novel conserved cassette of short linear motifs in bubr1 essential for the spindle checkpoint",2016,"Open Biology","6","12", 160315,"","",,12,"10.1098/rsob.160315","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85008225507&doi=10.1098%2frsob.160315&partnerID=40&md5=b0692ba3710c07596bd06d82b98009be",Article,"Final",Open Access,Scopus,2-s2.0-85008225507
"Lin, C.-Y., Kleinbrink, E.L., Dachet, F., Cai, J., Ju, D., Goldstone, A., Wood, E.J., Liu, K., Jia, H., Goustin, A.-S., Kosir, M.A., Thepsuwan, P., Lipovich, L.","35310949500;36668710100;8291538700;57197418395;7005382441;57192807509;55353282500;36061853600;36494947600;57189638372;6603953685;57192815794;6603266933;","Primate-specific oestrogen-responsive long non-coding RNAs regulate proliferation and viability of human breast cancer cells",2016,"Open Biology","6","12", 150262,"","",,3,"10.1098/rsob.150262","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85008220522&doi=10.1098%2frsob.150262&partnerID=40&md5=ed905fe657a488c831004ee4883c1069",Article,"Final",Open Access,Scopus,2-s2.0-85008220522
"Tuorto, F., Lyko, F.","6602210625;6701624793;","Genome recoding by tRNA modifications",2016,"Open Biology","6","12", 160287,"","",,24,"10.1098/rsob.160287","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85008199441&doi=10.1098%2frsob.160287&partnerID=40&md5=71ab8cd299b9abbeec7dd6070a0abb55",Review,"Final",Open Access,Scopus,2-s2.0-85008199441
"Van Eijk, E., Paschalis, V., Green, M., Friggen, A.H., Larson, M.A., Spriggs, K., Briggs, G.S., Soultanas, P., Smits, W.K.","35226660100;57192807788;35200588400;34568794800;7203022283;6603353915;7102768306;6701834586;6603759221;","Primase is required for helicase activity and helicase alters the specificity of primase in the enteropathogen Clostridium difficile",2016,"Open Biology","6","12", 160272,"","",,5,"10.1098/rsob.160272","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85008153039&doi=10.1098%2frsob.160272&partnerID=40&md5=3fc52e2b66d1e1f728fbdb6b1938cb32",Article,"Final",Open Access,Scopus,2-s2.0-85008153039
"Donczew, M., Mackiewicz, P., Wróbel, A., Flärdh, K., Zakrzewska-Czerwińska, J., Jakimowicz, D.","36668540800;6701457993;57193271727;6701516856;7004187957;6603229798;","ParA and ParB coordinate chromosome segregation with cell elongation and division during Streptomyces sporulation",2016,"Open Biology","6","4", 150263,"","",,23,"10.1098/rsob.150263","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85007569476&doi=10.1098%2frsob.150263&partnerID=40&md5=bbb2d8aa0eec048371845290ad438455",Article,"Final",Open Access,Scopus,2-s2.0-85007569476
"Kimura, S., Loppin, B.","55018317400;6603346332;","The Drosophila chromosomal protein Mst77F is processed to generate an essential component of mature sperm chromatin",2016,"Open Biology","6","11", 160207,"","",,4,"10.1098/rsob.160207","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84995973197&doi=10.1098%2frsob.160207&partnerID=40&md5=32bf03ada74bdd20420f825e4fb78012",Article,"Final",Open Access,Scopus,2-s2.0-84995973197
